row_id,tokens,relation,head_pos,tail_pos
1685,"Konami 's "" Fast Lane "" arcade game , released in 1987 , is "" Head On "" with improved graphics and some additional features .",publisher,3 4,0
1253,"Ziff Davis first started technology - themed publications during 1954 , with "" Popular Electronics "" and , more briefly , "" Electronics World "" .",publisher,13 14,0 1
127,"Ricciardi rose to prominence with her documentary "" Making a Murderer "" which she co - directed with filmmaker Moira Demos , in a process that took 10 years to complete .",director,8 9 10,19 20
476,The book was made into a film by Jean - Gabriel Albicocco in 1967 .,director,5 6,8 9 10 11
2114,"Later the same year , she was again hired by Fairbanks to play the substantial part of Milady de Winter in "" The Three Musketeers "" .",characters,22 23 24,17 18 19
559,"Aziz is also a producer on the sequel "" Dumb and Dumber To "" , directed by Pete and Bobby Farrelly .",director,9 10 11 12,19 20
841,"Keenan also played Alonzo Hawk in "" Son of Flubber "" ( 1963 ) and again in "" Herbie Rides Again "" ( 1974 ) .",characters,7 8 9,3 4
1288,"The game is a fast four - way scrolling arcade adventure with a look similar to previous Superior hits "" Repton "" and "" Ravenskull "" , but with a higher frame rate .",publisher,24,17
1882,"Producer Andrew Eaton commissioned the screenplay in 1995 , and it was filmed by Michael Winterbottom as "" Jude "" , released in 1996 .",director,18,14 15
2567,"FreshGames rose over $ 12,000 for the organization through the sales of their iPhone game Ranch Rush .",publisher,15 16,0
109,"His next two films "" Kutty "" and "" Uthama Puthiran "" , were both collaborations with director Mithran Jawahar .",director,9 10,18 19
2041,"The single became the highest digital debut in the United States since Nielsen SoundScan began tracking downloads in 2003 , surpassing Justin Timberlake 's "" SexyBack "" 250,000 sales record in 2006 .",performer,25,21 22
828,"A Romulan warbird delivers them to the Enterprise , which had been searching for Worf since his disappearance from DS9 .",characters,19,14
1497,"Brauner tried to establish a London production base , but abandoned this after making two films , one of which was "" Station Six - Sahara "" ( 1962 ) by Seth Holt .",director,22 23 24 25,31 32
1627,"The music video for "" Chantaje "" was filmed in Barcelona , Spain , with video director Jaume de Laiguana , Shakira 's long - time collaborator .",performer,5,21
993,"Mystery Case Files : The Malgrave Incident was released on June 27 , 2011 and is the second game in the "" Mystery Case Files "" franchise to be published by Nintendo .",publisher,0 1 2 3 4 5 6,31
1348,"Taapsee made her acting debut with the 2010 Telugu film "" Jhummandi Naadam "" , directed by Raghavendra Rao .",director,11 12,17 18
820,"The track heavily samples lyrics from Lidell Townsell 's 1992 single "" Nu Nu "" , especially in the chorus .",performer,12 13,6 7
156,"The Exodus is the founding myth of Israel , telling how the Israelites were delivered from slavery by their god Yahweh and therefore belong to him through the Mosaic covenant .",characters,1,20
2449,"More recently , in Fernando Meirelles ' film "" 360 "" , Schnitzler 's play was provided with a new version , as has been the case with many other TV and film productions .",director,9,4 5
2782,"The rights to the "" A Boy and His Blob "" series are currently owned by Majesco Entertainment .",publisher,5 6 7 8 9,16 17
405,"The film won its director Bernhard Wicki international attention , which resulted in his participation in co - directing the movie "" The Longest Day "" ( 1962 ) .",director,22 23 24,5 6
2593,""" Srdcia dievčat "" ( ) is a song by the female singer Marika Gombitová released on OPUS in 1982 .",performer,1 2,13 14
78,"After the humdrum reception of "" Tiptoes "" , Arquette did not appear in another film until 2006 's "" Fast Food Nation "" , directed by Richard Linklater .",director,20 21 22,27 28
1077,"Wizards of Waverly Place : Spellbound is a video game published by Disney Interactive Studios for the Nintendo DS , and released on November 16 , 2010 .",publisher,0 1 2 3,12 13 14
1295,"Solomon Trimble was credited as "" Jacob 's friend "" in the "" Twilight "" film , but was widely recognized as playing the role of Sam .",characters,13,6
893,"At the age of ten , Tucker was referred by OCCT to Walt Disney Productions , who cast her as young Nala for the musical production of "" The Lion King "" .",characters,28 29 30,21
2765,"After learning Dracula killed Lucy , he joins Van Helsing , Seward , Holmwood , and Morris .",characters,2,11
2702,"It was inspired by Walter Hill 's "" Streets of Fire "" and began shooting that same year in June at Los Angeles .",director,8 9 10,4 5
905,"Woods was the original voice of the title character of the Walt Disney animated feature "" Cinderella "" , for which she was named a Disney Legend in 2003 .",characters,16,7 8
648,""" Glitterati "" is a 2004 film directed by Roger Avary assembled from the 70 hours of video footage shot for the European sequence of "" The Rules of Attraction "" .",director,1,9 10
2503,"The song was performed 17th on the night , following Norway 's Anita Skorgan with "" Oliver "" and preceding Austria 's Christina Simon with "" Heute in Jerusalem "" .",performer,16,12 13
1187,"The BBC trailer for the series used the same music featured in the trailer for the original "" Planet Earth "" , "" Hoppípolla "" by Icelandic post - rock band Sigur Rós .",performer,23,31 32
296,"Gregson first appears in "" A Study in Scarlet "" and is a polar opposite of another Yarder Doyle created , Inspector Lestrade .",characters,5 6 7 8,21 22
2166,"In 2016 Viking Press published "" A Very English Scandal "" , a true crime non - fiction novel about the affair by author John Preston .",publisher,6 7 8 9,2 3
367,"He wrote the script for "" Hawaii , Oslo "" , directed by Erik Poppe and released in 2004 , and for the film "" Uro "" from 2006 , directed by Stefan Faldbakken .",director,25,32 33
1188,"A manga adaptation by Takeshi Kojima began serialization in Shogakukan 's "" shōnen "" manga magazine "" Shōnen Sunday Super "" from February 25 , 2014 .",publisher,17 18 19,9
1607,"Iceland participated in the Eurovision Song Contest 2016 with the song "" Hear Them Calling "" written and performed by Greta Salóme .",performer,12 13 14,20 21
1137,"The Presets have released two EPs and three full - length albums ( "" Beams "" , "" Apocalypso "" and "" Pacifica "" ) .",performer,18,0 1
2396,"In Croatia , Styria is the sole shareholder of the major daily newspaper "" Večernji list "" and the daily tabloid "" 24sata "" .",publisher,14 15,3
1967,"It has since been recorded by many other artists , including The Brian Setzer Orchestra for their 2002 album "" Boogie Woogie Christmas "" and Colin James for 2007 's "" "" .",performer,20 21 22,11 12 13 14
2429,Snowboard Kids 2 is a snowboarding video game developed by Racdym and published by Atlus .,publisher,0 1,14
2336,"Glassland is a 2014 Irish drama film written and directed by Gerard Barrett in his second feature following "" Pilgrim Hill "" .",director,19 20,11 12
518,"In 2010 , Nerm acted as consultant , remixer and supervisor on the music for "" Everywhere and Nowhere "" from Kidulthood director Menhaj Huda .",director,21,23 24
2434,Hootenanny Hoot is a 1963 folk music musical film directed by Gene Nelson .,director,0 1,11 12
1403,"Madhura Naranga is a 2015 Malayalam film written by Nishad Koya and Salam Kottakkal , directed by Sugeeth .",director,0 1,17
707,"In 1992 , Sensible Software developed a sequel "" Wizkid : The Story of Wizball II "" which was also released by Ocean Software .",publisher,9 10 11 12 13 14 15,22 23
1742,"American vocalist Barbra Streisand released "" All in Love Is Fair "" as a single in 1974 for her fifteenth studio album , "" The Way We Were "" ( 1974 ) .",performer,24 25 26 27,2 3
1703,""" Sukiya "" , also by Lankhor was to be a sequel to "" Maupiti Island "" and the adventures of "" Jérôme Lange "" started in "" Mortville Manor "" .",publisher,28 29,6
717,"Sussman began development on a script that saw the USS "" Defiant "" from "" The Tholian Web "" being brought back in time , instead of Tiberius .",characters,15 16 17,27
2402,"He started off with Joshiy 's "" Dubai "" and went on to assist him in blockbusters like "" Praja "" , "" Mampazhakalam "" , "" Naran "" , "" Runway "" .",director,31,4
953,Fear Effect 2 : Retro Helix is an action - adventure game developed by Kronos Digital Entertainment and published by Eidos Interactive for the PlayStation .,publisher,0 1,20 21
2614,"Uwe Boll received the Worst Director award for films "" 1968 Tunnel Rats "" , "" In the Name of the King "" and "" Postal "" .",director,16 17 18 19 20 21,0 1
676,""" Luther Metke at 94 "" was produced by Jorge Preloran and was an Oscar - nominated short documentary .",director,1 2 3 4,9 10
2348,"The two recorded a vocal duet album in 2001 entitled "" I Finally Found Someone "" ( the title track being a cover of the Bryan Adams / Barbra Streisand duet ) .",performer,11 12 13 14,25 26
1697,"In 2014 , Zhang starred in Tsui Hark 's wuxia film "" The Taking of Tiger Mountain "" .",director,12 13 14 15 16,6 7
2260,"He also worked with Nicholas Tse , Jaycee Chan , Shawn Yue and director Benny Chan on the police action film "" Invisible Target "" which was released in July 2007 .",director,22 23,14 15
2457,He got break with the 2001 film Itlu Sravani Subramanyam directed by Puri Jagannadh which was a musical hit .,director,7 8 9,12 13
2302,"MercyMe , formed in 1994 , released six independent albums from 1995–2000 before signing with INO Records and releasing their major label debut album , "" Almost There "" ( 2001 ) .",performer,26 27,0
1402,"He wrote "" A Guide to the Star Wars Universe "" , a definitive reference to Star Wars movies , books , and games , which was published by Del Rey in 1994 .",publisher,3 4 5 6 7 8 9,29 30
2673,""" The Rest Of The Dream "" , Nitty Gritty Dirt Band , MCA Records MCAD-6407",performer,1 2 3 4 5,8 9 10 11
1918,"In 2006 , another Shueisha magazine , "" Chorus "" ( now "" Cocohana "" ) , began serializing the manga ; it lasted until April 2010 .",publisher,8,4
99,"A more contemporary claim to fame originates from the Oscar - winning film "" Amadeus "" , directed by Czech director Miloš Forman .",director,14,21 22
2075,"Outsider musician Jandek 's first album , "" Ready for the House "" , though a solo work , was originally credited to a ' The Units ' .",performer,8 9 10 11,2
1202,Ayee Milan Ki Bela is a 1964 Indian Hindi film directed by Mohan Kumar .,director,0 1 2 3,12 13
2232,""" For a Friend "" is a single from the British pop duo The Communards and appeared on their 1987 album "" Red "" .",performer,1 2 3,13 14
864,""" Superstar Saga "" was first revealed at E3 2003 under the name "" Mario and Luigi "" , where a playable demo of the game was available .",characters,1 2,14
2600,""" The Fellowship of the Ring "" opened with a celebration of Bilbo 's birthday .",characters,1 2 3 4 5,12
372,"Most of the staff members who worked on "" Pulseman "" would later work on the "" Pokémon "" series , including director Ken Sugimori , designer Satoshi Tajiri , and composer Junichi Masuda .",director,9,23 24
2453,"The film is a remake of Malayalam blockbuster film "" Bodyguard "" directed by Siddique and starring Dileep and Nayantara .",director,10,14
2172,"Appearing on the first of four audition shows , Warne auditioned with "" Leave Right Now "" , originally by Will Young .",performer,13 14 15,20 21
2037,"The Disney character Pocahontas , eponymous star of the 1995 Disney film is the most famous modern representation of an Indian princess .",characters,9 10 11,3
91,"7 , Note 4 . and John RawlsJohn Rawls , "" A Theory of Justice "" , Harvard University Press , 1971 , p. 216 . have discussed the paradox of tolerating intolerance .",publisher,11 12 13 14,17 18 19
